Anaheim,6
Arizona,2
Boston,1
Buffalo,1
Chicago,4
Detroit,3
Florida,3
Minnesota,1
Montreal,5
New York Rangers,1
Ottawa,3
Philadelphia,4
San Jose,2
Seattle,10
Tampa Bay,2
Toronto,1
Vancouver,2
Winnipeg,5
